# The endpoint differ's case matrix — `rust/endpoint-parity.sh` reads this file.
#
# Format:  <id> | <METHOD> | <path-and-query> | <json body or -> | <headers or ->
#
#   id      stable; names the dumped bodies under .parity-state/endpoint-diffs/
#           A LEADING `!` marks a KNOWN-OPEN case: the differ reports it in full
#           under a loud banner and does NOT fail the gate. Unported endpoints
#           belong here, in the file, not missing from it — "we know" beats
#           "nobody looked".
#   METHOD  GET / POST / PUT / DELETE / HEAD / OPTIONS
#   target  sent verbatim, query string included; it is not re-encoded
#   body    JSON, sent as application/json; `-` or empty means no body
#   headers OPTIONAL fifth field: `Name: value` lines separated by `;;`.
#           `;;` and not `;`, because a header VALUE contains `;`
#           (`text/html; charset=utf-8`) and `,` (`X-Foo, Content-Type`).
#           Added by the rulings pass for DIV-050: `CORSMiddleware` returns
#           immediately when there is no `Origin`, so 763 rows of evidence said
#           nothing whatever about it and it could not be ported honestly until
#           a row could reach it.
#
# ORDER IS SIGNIFICANT. `deps.current_log_path` is server state that
# `POST /api/project-by-dir` writes and every project-scoped GET reads, so the
# rows run top to bottom against both servers and the state carries. Do not sort
# this file.
#
# Provenance of the row groups:
#   S-*   the four SPA page routes + the /static mount (RS-5-117..121) — the
#         wave's oracle: these serve the UNMODIFIED checked-in React bundle
#   P-*   routes/projects.py (RS-5-095..101)
#   D-*   routes/data.py (RS-5-066..070)
#   V-*   validation / error paths — the shapes a happy-path matrix never sees

# ── the React oracle ─────────────────────────────────────────────────────────
S-root              | GET | /                                  | -
# A slug naming no project is the EMPTY scope `[]`, which fences everything —
# distinct from "no scope", which fences nothing. Getting these two confused is
# the whole reason the resolver returns `list | None`.
CR-scope-nomatch  | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?project=-no-such-project-anywhere | -
# A blank / whitespace `?project=` is FALSY and falls through to the next leg
# (here: the current project), so this must equal CR-full.
CR-scope-blank    | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?project= | -
CR-scope-space    | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?project=%20 | -
# `?log_path=`'s BASENAME is the slug; the directory part is ignored.
CR-log-path       | GET | /api/context-replay/3cf184ca-83e0-4c6c-8f8a-9b49bcfc89e5?log_path=/anywhere/-Users-yadkonrad-dev-dev-year26-feb26-chimera--worktrees-all-issues | -
CR-log-path-fence | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?log_path=/anywhere/-Users-yadkonrad-dev-dev-year26-feb26-chimera--worktrees-all-issues | -
# Precedence: an explicit `project` beats `log_path` beats the current project.
CR-scope-both     | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow&log_path=/anywhere/-Users-yadkonrad-dev-dev-year26-feb26-chimera--worktrees-all-issues | -
# A trailing slash on `log_path`: `PurePath(...).name` ignores it.
CR-log-path-slash | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?log_path=/anywhere/-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow/ | -

# ── validation: the only non-200 this endpoint can produce ──────────────────
# `at: int | None` — FastAPI's own 422, raised before the handler body runs.
CR-bad-at         | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=abc | -
CR-empty-at       | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at= | -
CR-at-fractional  | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=5.5 | -
CR-at-bool        | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=true | -

# ── DIV-107 — the pydantic int grammar, enumerated ──────────────────────────
#
# `crate::qs::opt_int` was `raw.trim().parse::<i64>()`, which is three whole
# classes stricter than pydantic's lax string→int. All of these were measured on
# the running reference (`fastapi 0.141.1` / `pydantic 2.13.4`) before the parser
# was rewritten; the block deliberately carries the ACCEPTED and the REFUSED
# side of every rule, because a fix that only widens is as wrong as one that
# only narrows and only the refusals can catch it.
#
# The `''`-vs-`'0'` truthiness class is here on purpose: it is thrice-proven
# elsewhere (`--project ''`, `backup verify --name ''`, `--history-source ''`)
# and this is its query-parameter face. `?at=` is a 422, `?at=0` is a 200 with
# `at_seq: 0`, and an ABSENT `at` is a third thing again (`at_seq: null`) —
# `CR-full` already covers the third.
CR-at-zero        | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=0 | -
# Rule 1, the integer form: sign, leading zeros, and CPython's underscores.
CR-at-plus        | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=%2B5 | -
CR-at-neg         | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=-5 | -
CR-at-neg-zero    | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=-0 | -
CR-at-leading-zero| GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=03 | -
CR-at-underscore  | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=3_0_3_6 | -
CR-at-under-lead  | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=_5 | -
CR-at-under-trail | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=5_ | -
CR-at-under-double| GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=1__0 | -
# Rule 1's whitespace: `str::trim` is Unicode `White_Space`, so NBSP strips and
# ZERO WIDTH SPACE does not. Sent as escapes because a raw one in the request
# line is a uvicorn 400 before any of this is reached.
CR-at-spaces      | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=%20%203036%20 | -
CR-at-tab         | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=%093036%09 | -
CR-at-nbsp        | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=%C2%A05 | -
CR-at-zwsp        | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=%E2%80%8B5 | -
# Rule 2, the integral-decimal form — DIV-107's headline. `?at=3036.0` was a 200
# there and a 422 here; the `!` on this row is struck.
CR-at-float       | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=3036.0 | -
CR-at-float-zero  | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=-0.0000 | -
CR-at-float-long  | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=3036.000000000000000000000 | -
# The underscore is legal in the WHOLE part and not in the fraction — the single
# fact that pins the implementation to "split, then parse the whole part with
# rule 1" rather than to any looser sponge.
CR-at-float-under | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=3_0.0 | -
CR-at-frac-under  | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=3.0_0 | -
# The fraction test is on DIGITS, not on a float. `1.0000000000000000001` IS
# `1.0` in an f64 and the reference answers 422 — a `parse::<f64>()` port would
# be green on every other row here and wrong on this one.
CR-at-precise     | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=1.0000000000000000001 | -
# Both sides of the dot must have digits; there is no exponent and no radix.
CR-at-dot-trail   | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=10. | -
CR-at-dot-lead    | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=.0 | -
CR-at-two-dots    | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=1.0.0 | -
CR-at-exp         | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=1e3 | -
CR-at-exp-float   | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=3.0e3 | -
CR-at-hex         | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=0x10 | -
CR-at-comma       | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=1,0 | -
# Rule 3, precision. `i64::MAX` itself is exact on both sides.
CR-at-i64-max     | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=9223372036854775807 | -

# ── KNOWN OPEN — DIV-107, the two `int` coercions `qs::opt_int` does not do ──
# Both rows are safe to execute (plain GETs, no writes); the `!` only softens
# the verdict. Python answers 200 for each; the port answers 422.
#   at=3036.0  pydantic accepts an INTEGRAL float string for an `int` field.
#   at=1e21-ish  Python ints are arbitrary precision; `i64` is not, and the
#                echoed `at_seq` could not be rendered even if it parsed.
# Both live in the SHARED `crate::qs` helper, not in this module, so the fix is
# the architect's to place. Measured on fastapi 0.141.1 / pydantic 2.13.4.
# `!CR-at-float` moved into the DIV-107 block above and lost its `!`.
#
# `!CR-at-bignum` keeps its `!`, and the reason CHANGED: it used to be a
# `422`-vs-`200`, i.e. the port refusing an input pydantic accepts. It is a
# `200`-vs-`200` now, and what differs is one echoed NUMBER — the port accepts
# the value and prints `9223372036854775807` where CPython prints
# `10000000000000000000000`. Closing that last inch means an
# arbitrary-precision `serde_json::Value` (the workspace `arbitrary_precision`
# feature), which changes how every number in the port is parsed and rendered.
# Same class as DIV-453 and the maintainer-accepted `--limit` clamp; recorded in
# `qs::PyInt`, which carries the exact digits so the day that ruling changes
# nothing has to be re-derived.
!CR-at-bignum     | GET | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f?at=10000000000000000000000 | -

# ── method coverage ─────────────────────────────────────────────────────────
# A known path with an unclaimed method is FastAPI's 405 JSON, not starlette's
# plain text. `crate::json::method_not_allowed` already handles this; the row
# exists because a router that mounts only `get` is one `any()` away from a
# silent 200 on a POST.
CR-post           | POST | /api/context-replay/04a86c63-4cfd-4929-91a3-3edfe80e3e2f | {}

# ── from parity/endpoint-cases-c-data.txt ─────────────────────────
# BATCH C — routes/data.py's remaining endpoints (RS-5-067..069).
#
# Merged into `endpoint-cases.txt` by the integrator; the leading
# `P-by-dir-known` row below is stripped there, because the shared file already
# selects a project earlier and the ordering is load-bearing.
#
#   DD-*  /api/dashboard-data      (RS-5-067)
#   MSG-* /api/messages            (RS-5-068)
#   MS-*  /api/messages/summary    (RS-5-069)
#
# `POST /api/refresh` (RS-5-070) has NO ROW HERE AND NEVER WILL. It re-runs the
# ingest pass — it writes to the store every other row in this file reads — and
# a `!` known-open row would still ISSUE the request (DIV-059). Its own
# procedure is `rust/REFRESH-DIFFER.md`, on a throwaway state copy.


# ── /api/dashboard-data ──────────────────────────────────────────────────────
# Both timezone signs, for the same §6b divergence-5 reason the D-stats rows
# carry them: the React callers send minutes WEST where the backend wants EAST,
# and the port must inherit that faithfully. Note this endpoint does NOT clamp
# the offset the way /api/stats does (DIV-124) — DD-tz-absurd is the row that
# proves the missing clamp is inherited rather than quietly added.
